key_resp_17.keys,key_resp_17.rt,key_resp_13.keys,key_resp_13.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,Text,Condition,participant,Gender*,Age*,Estimated hours since last sleep*,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt,key_resp_11.keys,key_resp_11.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,Word,key_resp_3.keys,key_resp_3.rt,key_resp_9.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Stimuli,key_resp_9.rt,keyrespp.keys,keyrespp.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Response,Congr,RightAns,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_14.keys,key_resp_14.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,key_resp_5.keys,key_resp_5.rt,key_resp_12.keys,key_resp_12.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_6.keys,key_resp_6.rt,key_resp_15.keys,key_resp_15.rt,socialexc.thisRepN,socialexc.thisTrialN,socialexc.thisN,socialexc.thisIndex,socialexc.ran,Question,key_resp_7.keys,key_resp_7.rt,key_resp_16.keys,key_resp_16.rt
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,left,0,2,2,3,1,2 + 20 x 4 = 82?,3.9009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,,0,3,3,4,1,11 + 3 - 7 = 8?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,,0,4,4,2,1,10 - 5 - 16 = 21?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,,,,,,,35 - 65 - 20 = - 55?,,space,3.9968,left,3.3375,0,0,0,10,1,RESPONSE RECORDED,0,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,,,,,,,50 x 3 + 12 = 147?,,,,right,3.0874,0,1,1,1,1,SPEED UP,1,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,,,,,,,2 x 40 + 3 = 84?,,,,right,2.837,0,2,2,6,1,RESPONSE RECORDED,0,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,,,,,,,5 x 5 - 29 = -40?,,,,right,3.521,0,3,3,7,1,SPEED UP,0,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,,,,,,,54 - 40 x -2 = - 27?,,,,left,4.7384,0,4,4,8,1,RESPONSE RECORDED,0,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,,,,,,,14 x 2 - 3 = 25?,,,,,,0,5,5,13,1,TRY HARDER,1,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,,,,,,,54 + 60 - 1 = 113?,,,,right,3.8217,0,6,6,5,1,PAY ATTENTION,1,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,,,,,,,47 + 13 - 7 = 53?,,,,,,0,7,7,11,1,RESPONSE RECORDED,1,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,,,,,,,2 - 15 + 39 = 27?,,,,left,4.7111,0,8,8,0,1,RESPONSE RECORDED,0,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,,,,,,,7 x 11 - 21 = 56?,,,,right,3.3253,0,9,9,9,1,SPEED UP,1,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,,,,,,,72 + 17 x 3 = 121?,,,,left,4.4756,0,10,10,2,1,RESPONSE RECORDED,0,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,,,,,,,53 + 13 x 7 = -150?,,,,left,3.4898,0,11,11,12,1,YOU’RE NOT TRYING HARD ENOUGH,0,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,,,,,,,6 - 58 + 11 = -41?,,,,,,0,12,12,3,1,RESPONSE RECORDED,1,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,,,,,,,14 x 2 + 10 = 38?,,,,left,4.6783,0,13,13,4,1,CONCENTRATE,1,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,,,,,,,33 - 15 - 49 = -40?,,,,,,,,,,,TRY HARDER,0,right,space,9.1159,right,4.2253,0,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5588,woman,24,4-6h,2021-12-04_12h48.41.699,bachelor,2021.2.3,Win32,59.69080165,IwAR1U9sv7jt6-VzaoK-jLrG5svuDWOPsE4OrmrlNSodsVR0DslIWgxoNfjnw,,,,,,,,,,,,,,,,,,,55 - 66 + 14 = 3?,,,,,,,,,,,RESPONSE RECORDED,1,left,,,right,2.9324,0,1,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
